"title","company","description","stipend","requirements","contact_method","label"
"Blockchain Developer Intern","Microsoft India","We are hiring a Blockchain Developer Intern for our Ahmedabad office. The role involves working on microservices architecture using React, Angular, and Git. You'll collaborate with cross-functional teams and present your work to stakeholders at the end of the internship.","₹9,000/month","B.Tech/M.Tech student in Mass Communication with knowledge of React, Angular, and Git. CGPA 7.0 or above preferred.","recruitment@company.com","0"
"Affiliate Marketing Trainee","TrustHire India","Congratulations! You've been selected for our premium internship. Share your personal documents including Aadhaar, PAN, and passport photo via WhatsApp for immediate joining. Earn ₹50,000/month.","₹50,000/month","Anyone can apply","WhatsApp only","1"
"Paid Review Writer","MoneyPlus Digital","Exciting MLM business internship! Invest ₹5,000 and start earning through our multi-level referral program. Top earners make ₹60,000/month. Be your own boss!","₹60,000/month","Must be willing to pay registration fee","WhatsApp group link","1"
"Guaranteed Placement Intern","TopNotch Placements","LIMITED TIME OFFER: Paid internship with ₹60,000/month stipend. This opportunity won't come again! Apply before midnight today. Fee ₹2,500 for processing. Act fast!","₹60,000/month","Just need a smartphone","Telegram channel","1"
"Affiliate Marketing Trainee","PrimePath Consulting","Exciting MLM business internship! Invest ₹199 and start earning through our multi-level referral program. Top earners make ₹30,000/month. Be your own boss!","₹30,000/month","No qualification required","WhatsApp/Telegram","1"
"Machine Learning Intern","JP Morgan India","Join our Product team as a Machine Learning Intern. During this 6-month internship, you will design, develop, and test features for our internal tools. You will participate in code reviews, sprint planning, and gain exposure to agile development practices.","₹8,000/month","Any degree with strong aptitude for Tableau and Azure. Portfolio or GitHub profile with relevant projects is a plus.","hr@company.com","0"
"Crypto Trading Intern","FastTrack Careers","We are a leading company looking for interns. Good pay of ₹75,000/month. Easy work. Apply now by sending ₹2,500 to our UPI. We will contact you with details after payment.","₹75,000/month","Smartphone with internet connection","Telegram group","1"
"Home Based Packaging Intern","BrightFuture Placements","LIMITED TIME OFFER: Paid internship with ₹100,000/month stipend. This opportunity won't come again! Apply before midnight today. Fee ₹2,500 for processing. Act fast!","₹100,000/month","Just need a smartphone","Telegram group","1"
"Research Intern – NLP","Samsung R&D India","Join us as a Research Intern – NLP and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on developer tools. Proficiency in Django and scikit-learn is essential. Duration: 6 months.","₹8,000/month","Any degree with strong aptitude for Django and scikit-learn. Portfolio or GitHub profile with relevant projects is a plus.","hr@company.com","0"
"Video Editing Intern","Zomato","Seeking a Video Editing Intern for a 2-month internship. Responsibilities include developing features, writing unit tests, and documenting technical specifications. You will gain hands-on experience with REST APIs and JavaScript in a fast-paced environment.","₹14,000/month","Final year or pre-final year student in Mass Communication. Must know REST APIs and JavaScript. Excellent communication skills required.","hiring@company.com","0"
"Simple Form Filling Job","GoldenGate Careers","Join our team and earn ₹100,000 monthly! Pay ₹1,500 registration fee and start working today. No skills needed, training provided free. This offer is valid for limited seats only – apply now!","₹100,000/month","No experience needed","Personal Gmail","1"
"Mobile App Developer Intern","upGrad","Seeking a Mobile App Developer Intern for a 6-month internship. Responsibilities include developing features, writing unit tests, and documenting technical specifications. You will gain hands-on experience with Power BI and Excel in a fast-paced environment.","₹10,000/month","B.Sc/M.Sc in MBA. Research experience in Power BI is preferred. Strong written and verbal communication.","Apply on LinkedIn Jobs","0"
"Instagram Influencer Intern","QuickHire Consultancy","Urgent hiring for online typing jobs! Salary ₹40,000/month. Small registration fee of ₹3,000 to cover admin costs. Thousands of students already earning. Don't miss this chance!","₹40,000/month","Smartphone with internet connection","Send DM on Instagram","1"
"Mobile App Testing Intern (No Skills Needed)","RapidGrowth Inc","Congratulations! You've been selected for our premium internship. Share your personal documents including Aadhaar, PAN, and passport photo via WhatsApp for immediate joining. Earn ₹100,000/month.","₹100,000/month","Freshers only","SMS only","1"
"Operations Intern","Qualcomm India","We are hiring a Operations Intern for our design team. You will create user interfaces, conduct user research, and build interactive prototypes using Illustrator and GCP. A strong portfolio demonstrating your design thinking process is required.","₹8,000/month","Final year or pre-final year student in MBA. Must know Illustrator and GCP. Excellent communication skills required.","Company official website","0"
"Database Administrator Intern","EY India","Join our Product team as a Database Administrator Intern. During this 2-month internship, you will design, develop, and test features for our recommendation engine. You will participate in code reviews, sprint planning, and gain exposure to agile development practices.","₹25,000/month","B.Sc/M.Sc in Electronics. Research experience in Flutter is preferred. Strong written and verbal communication.","hr@company.com","0"
"Work From Home – Typing Job","SkillBridge Academy","Earn ₹30,000 per month working just 1 hour daily! Our AI-powered platform assigns tasks automatically. No skills required. Pay ₹2,500 for platform access and start earning today.","₹30,000/month","No qualification required","WhatsApp only","1"
"Graphic Design Intern","Swiggy","We are looking for a motivated Graphic Design Intern to join our engineering team for a 6-month internship. You will work on payment processing projects, collaborate with senior engineers, and contribute to production codebases. Strong fundamentals in Rust and PyTorch are expected.","₹20,000/month","Engineering student with knowledge of Rust, PyTorch. Available for full-time internship of 3-6 months.","careers@company.com","0"
"Virtual Assistant – Immediate Start","Universal Staffing Hub","Apply now for an exclusive internship program! Fill the Google Form with your Aadhaar number, PAN card, and bank details for verification. Stipend of ₹45,000/month credited directly to your account.","₹45,000/month","Must be willing to pay registration fee","WhatsApp only","1"
"Research Intern – NLP","upGrad","We are hiring a Research Intern – NLP for our Delhi NCR office. The role involves working on recommendation systems using REST APIs, Vue.js, and GCP. You'll collaborate with cross-functional teams and present your work to stakeholders at the end of the internship.","₹5,000/month","Final year or pre-final year student in Data Science. Must know REST APIs and Vue.js. Excellent communication skills required.","Apply via Naukri.com","0"
